Date,Portfolio_Value,Normalized_Value
0,1000.0,1.0
1,1000.0,1.0
2,1000.0,1.0
3,1000.0,1.0
4,1000.0,1.0
5,1000.0,1.0
6,1000.0,1.0
7,1000.0,1.0
8,1000.0,1.0
9,1000.0,1.0
10,1000.0,1.0
11,1000.0,1.0
12,1000.0,1.0
13,1000.0,1.0
14,1000.0,1.0
15,1000.0,1.0
16,1000.0,1.0
17,1000.0,1.0
18,1000.0,1.0
19,1000.0,1.0
20,1000.0,1.0
21,1000.0,1.0
22,1000.0,1.0
23,1000.0,1.0
24,1000.0,1.0
25,1000.0,1.0
26,1000.0,1.0
27,1000.0,1.0
28,1000.0,1.0
29,1000.0,1.0
30,1000.0,1.0
31,1000.0,1.0
32,1000.0,1.0
33,1000.0,1.0
34,1000.0,1.0
35,1000.0,1.0
36,1000.0,1.0
37,1000.0,1.0
38,1000.0,1.0
39,1000.0,1.0
40,1000.0,1.0
41,1000.0,1.0
42,1000.0,1.0
43,1000.0,1.0
44,1000.0,1.0
45,1000.0,1.0
46,1000.0,1.0
47,1000.0,1.0
48,1000.0,1.0
49,1000.0,1.0
50,1000.0,1.0
51,1000.0,1.0
52,1000.0,1.0
53,1000.0,1.0
54,1000.0,1.0
55,1000.0,1.0
56,1000.0,1.0
57,1000.0,1.0
58,1000.0,1.0
59,1000.0,1.0
60,1000.0,1.0
61,1000.0,1.0
62,1000.0,1.0
63,1000.0,1.0
64,1000.0,1.0
65,1000.0,1.0
66,1000.0,1.0
67,1000.0,1.0
68,1000.0,1.0
69,1000.0,1.0
70,1000.0,1.0
71,1000.0,1.0
72,1000.0,1.0
73,1000.0,1.0
74,1000.0,1.0
75,1000.0,1.0
76,1000.0,1.0
77,1000.0,1.0
78,1000.0,1.0
79,1000.0,1.0
80,1000.0,1.0
81,1000.0,1.0
82,1000.0,1.0
83,1000.0,1.0
84,1000.0,1.0
85,1000.0,1.0
86,1000.0,1.0
87,1000.0,1.0
88,1000.0,1.0
89,1000.0,1.0
