Pattern_Type,Period,Average_Return,Std_Dev,Win_Rate,Sample_Size,Statistical_Significance,P_Value,CI_Lower,CI_Upper
Monthly,January,0.007115952882140698,2.8971710136138213,0.44812680115273773,694,0.0,0.952829923805858,-0.20880841047878157,0.22304031624306297
Monthly,February,0.06819030987362248,2.5169992152827603,0.455521472392638,652,0.42108363740884347,0.5789163625911565,-0.12536966451149192,0.2617502842587369
Monthly,March,0.0046833971115003556,2.7192038307781403,0.4348993288590604,745,0.0,0.9677643872547131,-0.19089406151597285,0.20026085573897354
Monthly,April,-0.004268993515205487,3.066975307499159,0.45014245014245013,702,0.0,0.971657553852884,-0.23153804741433823,0.22300006038392725
Monthly,May,-0.06013417044458686,2.6440662375295,0.4596100278551532,718,0.3905565193740428,0.6094434806259572,-0.25386196222794194,0.1335936213387682
Monthly,June,-0.10512868216729238,2.8275007220658477,0.44337016574585636,724,0.6280227384453502,0.37197726155464983,-0.31143340354112503,0.10117603920654031
Monthly,July,0.26430279954507135,3.012158486990233,0.469760900140647,711,0.9732693922202071,0.02673060777979281,0.042517846570945456,0.4860877525191972
Monthly,August,-0.16226467981797352,2.7423097570515975,0.41997264021887826,731,0.8345458298592352,0.16545417014076477,-0.3613900348722574,0.03686067523631037
Monthly,September,-0.06708291126816804,3.5789292303626254,0.4128166915052161,671,0.41054777096355966,0.5894522290364403,-0.33836753928548613,0.20420171674915003
Monthly,October,0.017050120852260094,3.675607532865012,0.47404371584699456,732,0.11308827782835484,0.8869117221716452,-0.24966113757904967,0.28376137928356987
Monthly,November,0.09241101290669947,3.565195844706121,0.4489208633093525,695,0.550063722045348,0.44993627795465196,-0.17310893009429246,0.35793095590769136
Monthly,December,-0.04400956681412934,3.169438720000757,0.44846796657381616,718,0.28796341197110364,0.7120365880288964,-0.27623081592780985,0.18821168229955118
Weekly,Monday,-0.0284302697267842,3.0802747640271413,0.4446529080675422,1599,0.266564195022013,0.733435804977987,-0.1795225872551987,0.12266204780163031
Weekly,Tuesday,-0.007926076933122618,3.088543337373938,0.44839449541284404,1744,0.07838341417515149,0.9216165858248485,-0.15298025145904356,0.13712809759279834
Weekly,Wednesday,-0.06085614520008223,2.9994747147042746,0.4413793103448276,1740,0.5518486890438389,0.4481513109561611,-0.2018892438278063,0.08017695342764183
Weekly,Thursday,0.14400941428283953,3.238134509346344,0.4590643274853801,1710,0.9213110537085833,0.07868894629141661,-0.009576931085812673,0.29759575965149176
Weekly,Friday,-0.04769607430059928,2.8705158144161227,0.4423529411764706,1700,0.4466584496961956,0.5533415503038044,-0.18424650405607496,0.08885435545487641
Quarterly,Q1,0.025293010131934603,2.7196515893895965,0.44571975131516023,2091,0.27060677979669934,0.7293932202033007,-0.091343878267907,0.1419298985317762
Quarterly,Q2,-0.05703653624813772,2.850004208175788,0.4510261194029851,2144,0.565738101161358,0.43426189883864197,-0.17774189686600547,0.06366882436973004
Quarterly,Q3,0.01149606060987524,3.1234727380880583,0.4344533838144818,2113,0.12234071454851136,0.8776592854514886,-0.1217594018028755,0.14475152302262598
Quarterly,Q4,0.021029125156860406,3.4776954127456654,0.45734265734265733,2145,0.21779647339274566,0.7822035266072543,-0.12622627386718152,0.1682845241809023
DayOfMonth,Beginning,0.019812219700038127,3.1129879448200546,0.45307612095933264,1918,0.2015520952799339,0.7984479047200661,-0.11959187134394741,0.15921631074402368
DayOfMonth,Middle,-0.01272192303562862,3.0260419772871323,0.44645390070921986,2820,0.1521560990712182,0.8478439009287818,-0.12445583191257092,0.09901198584131368
DayOfMonth,End,0.09405554773526073,3.12322962081409,0.4567552289429056,1769,0.7588717439696306,0.2411282560303694,-0.05158607318369121,0.23969716865421267
