Short Window,Long Window
5,36
5,37
5,38
5,39
5,40
5,41
5,42
5,43
5,44
5,45
5,46
6,29
6,30
6,31
6,32
6,33
6,34
6,35
6,36
6,37
6,38
6,39
6,40
6,41
7,24
7,25
7,26
7,27
7,28
7,29
7,30
7,31
7,32
7,33
7,34
7,35
7,36
7,37
8,20
8,21
8,22
8,23
8,24
8,25
8,26
8,27
8,28
8,29
8,30
8,31
8,32
8,33
9,18
9,19
9,20
9,21
9,22
9,23
9,24
9,25
9,26
9,27
9,28
9,29
10,16
10,17
10,18
10,19
10,20
10,21
10,22
10,23
10,24
10,25
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,22
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
13,14
13,15
13,16
13,17
13,18
14,15
14,16
