Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
Most Total Return [%],WEC,true,110,112,false,208,56.52173913043478,1.9417654155127404,0.01823146027831601,1.483413252351701,1.3745097847877485,0.005198786949711735,0.7675709001233046,0.0077119494573554635,0.9304100324236338,0,0,11354,11355 days 00:00:00,1000.0,18562.812904368453,1756.2812904368452,4828.604317230265,100.0,2011.6690131640053,45.49927965232833,1447 days 00:00:00,207,1,4971.638869403121,54.07914840558653,-15.505590062111798,4.7134013366744885,-2.715571257267922,42 days 03:41:32.307692307,24 days 16:32:00,60.82692770514652,0.6344928277489733,0.21637448340557586,1.1214262599142777,0.3395501608662115,11.473176035786194,1.07588125702654,0.4494511105437835,-0.013828965986049217,None,None,0.00029727811705181013,0.07491408549705615,17.562812904368545,0.06697647064601209,0.14209635146185293,-0.6362755829526604,16445.277777777777,1.7927184256756692,1.5799287353400333,34 days 13:26:57.391304346
Most Sharpe Ratio,WEC,true,110,112,false,208,56.52173913043478,1.9417654155127404,0.01823146027831601,1.483413252351701,1.3745097847877485,0.005198786949711735,0.7675709001233046,0.0077119494573554635,0.9304100324236338,0,0,11354,11355 days 00:00:00,1000.0,18562.812904368453,1756.2812904368452,4828.604317230265,100.0,2011.6690131640053,45.49927965232833,1447 days 00:00:00,207,1,4971.638869403121,54.07914840558653,-15.505590062111798,4.7134013366744885,-2.715571257267922,42 days 03:41:32.307692307,24 days 16:32:00,60.82692770514652,0.6344928277489733,0.21637448340557586,1.1214262599142777,0.3395501608662115,11.473176035786194,1.07588125702654,0.4494511105437835,-0.013828965986049217,None,None,0.00029727811705181013,0.07491408549705615,17.562812904368545,0.06697647064601209,0.14209635146185293,-0.6362755829526604,16445.277777777777,1.7927184256756692,1.5799287353400333,34 days 13:26:57.391304346
Most Omega Ratio,WEC,true,110,112,false,208,56.52173913043478,1.9417654155127404,0.01823146027831601,1.483413252351701,1.3745097847877485,0.005198786949711735,0.7675709001233046,0.0077119494573554635,0.9304100324236338,0,0,11354,11355 days 00:00:00,1000.0,18562.812904368453,1756.2812904368452,4828.604317230265,100.0,2011.6690131640053,45.49927965232833,1447 days 00:00:00,207,1,4971.638869403121,54.07914840558653,-15.505590062111798,4.7134013366744885,-2.715571257267922,42 days 03:41:32.307692307,24 days 16:32:00,60.82692770514652,0.6344928277489733,0.21637448340557586,1.1214262599142777,0.3395501608662115,11.473176035786194,1.07588125702654,0.4494511105437835,-0.013828965986049217,None,None,0.00029727811705181013,0.07491408549705615,17.562812904368545,0.06697647064601209,0.14209635146185293,-0.6362755829526604,16445.277777777777,1.7927184256756692,1.5799287353400333,34 days 13:26:57.391304346
Most Sortino Ratio,WEC,true,110,112,false,208,56.52173913043478,1.9417654155127404,0.01823146027831601,1.483413252351701,1.3745097847877485,0.005198786949711735,0.7675709001233046,0.0077119494573554635,0.9304100324236338,0,0,11354,11355 days 00:00:00,1000.0,18562.812904368453,1756.2812904368452,4828.604317230265,100.0,2011.6690131640053,45.49927965232833,1447 days 00:00:00,207,1,4971.638869403121,54.07914840558653,-15.505590062111798,4.7134013366744885,-2.715571257267922,42 days 03:41:32.307692307,24 days 16:32:00,60.82692770514652,0.6344928277489733,0.21637448340557586,1.1214262599142777,0.3395501608662115,11.473176035786194,1.07588125702654,0.4494511105437835,-0.013828965986049217,None,None,0.00029727811705181013,0.07491408549705615,17.562812904368545,0.06697647064601209,0.14209635146185293,-0.6362755829526604,16445.277777777777,1.7927184256756692,1.5799287353400333,34 days 13:26:57.391304346
Most Total Fees Paid,WEC,true,110,111,false,292,52.92096219931272,1.8696321211833862,0.02562973401444425,1.0261427924914557,0.890237113648156,0.007298297064018396,1.0782983970406905,0.007489094929704029,0.8601306406303503,0,0,11354,11355 days 00:00:00,1000.0,15411.176372580716,1441.1176372580717,4828.604317230265,100.0,2431.6942006487875,46.356745732051614,1336 days 00:00:00,291,1,2635.0587776289685,51.13685955922491,-16.347816548391798,3.859606103816536,-2.1589181560053508,32 days 19:19:28.831168831,15 days 12:57:48.613138686,40.46775805825341,0.5945342947807556,0.1982421025746132,1.1141347049386414,-0.0689847891301432,16.73660570695289,1.1005245366680887,0.44926611359285257,-0.013862711754039397,None,None,0.0002819917410532022,0.07106191874540695,14.41117637258083,0.06257961809755508,0.14384877911901825,-0.7015457174414509,16445.277777777777,2.1240847478034492,1.5150398849567772,24 days 16:14:50.721649483
Most Profit Factor,WEC,true,76,112,false,59,58.620689655172406,3.4382015377106794,0.005108331865421878,4.745298829115215,2.9718209650012395,0.0014746559136201553,0.21639950678175093,0.00699768298024955,0.7878234416725296,0,0,11354,11355 days 00:00:00,1000.0,13405.012230004299,1240.50122300043,4828.604317230265,100.0,441.23773873444026,36.11505379657388,4317 days 00:00:00,58,1,3499.0048685973816,46.62811941765316,-15.910080645161283,11.39668597801941,-4.677499631832393,162 days 19:03:31.764705882,62 days 04:00:00,153.55185105873989,0.5550924980761458,0.24093709458920218,1.1110691867052813,-0.7224449768360555,32.70600802341104,1.0208008171717522,0.4402587519025875,-0.01378366771238845,None,None,0.00027302253345863836,0.06880167843157686,12.405012230004354,0.05929589887718367,0.14916943229606938,-0.7430932125513251,16445.277777777777,0.9547868315041732,1.1872615833690257,121 days 03:43:26.896551723
Mean Win Rate [%],WEC,true,103,111,false,110,55.96330275229357,2.4896910857814456,0.009600140919499735,2.524095742459904,2.3156841673944073,0.0027493584830206286,0.40505548705302097,0.006939644041488389,0.8030648348292315,0,0,11354,11355 days 00:00:00,1000.0,14149.773351031085,1314.9773351031085,4828.604317230265,100.0,770.7238388406013,51.953368877147014,1817 days 00:00:00,109,1,3823.539281542957,54.29800245217778,-18.7443113772455,7.254065446346209,-3.486907422895608,83 days 18:05:54.098360655,42 days 13:30:00,85.5617804540195,0.5662272948901477,0.17112554629838672,1.1117573927236457,-0.7784212856376153,32.09959467213559,1.0363144577830032,0.44963615472998847,-0.013891255794732117,None,None,0.0002774708908998159,0.0699226645067536,13.149773351031024,0.06056778150163544,0.14861865635859872,-0.7276692707226439,16445.277777777777,1.3036972736466945,1.13289051558505,65 days 14:45:08.256880733
Median Total Trades,WEC,true,95,116,false,70,62.31884057971014,2.8232751901298716,0.006077153426105338,3.738399108399481,2.898309421118699,0.0017495917619222182,0.25709001233045625,0.006540672282833098,0.7645407371307021,0,0,11354,11355 days 00:00:00,1000.0,12312.029220151619,1131.202922015162,4828.604317230265,100.0,487.86216646592646,48.159542135990414,3263 days 00:00:00,69,1,3462.8256199071548,52.28533504755415,-18.161818181818166,8.917730129400447,-4.827417580179038,125 days 21:12:33.488372092,66 days 12:55:23.076923076,113.75657391658643,0.538520660333756,0.17451740193002235,1.1064888164887083,-0.7287028646786649,31.94508994527036,1.0253568262354735,0.44649681528662416,-0.013953096490052698,None,None,0.00026586668665251406,0.06699840503643355,11.312029220151672,0.0572983152276858,0.14972980403919375,-0.7657288011820296,16445.277777777777,1.0399906498354496,1.0239991835691569,103 days 12:31:18.260869564
Mean Total Trades,WEC,true,96,110,false,86,58.82352941176471,2.5705886931355386,0.0074863484234630965,3.0936720479957125,2.8492098434294646,0.0021494984503615823,0.31627620221948216,0.006649843273093727,0.7809622928077755,0,0,11354,11355 days 00:00:00,1000.0,13223.891641508542,1222.3891641508542,4828.604317230265,100.0,619.9109948784986,40.06219473344612,2833 days 00:00:00,85,1,3709.562098721317,47.29771052616484,-18.16181818181817,8.189200651483352,-4.185654528415203,109 days 02:52:48,47 days 15:46:17.142857143,100.16858285632033,0.550304795434329,0.21601247510625696,1.109195463808872,-0.734538725315409,31.683872901841205,1.0306234915082166,0.4457601222307105,-0.01401488820872471,None,None,0.00027239704607880723,0.06864405561185942,12.2238916415086,0.05897614460075795,0.15012250375127914,-0.7468442051072786,16445.277777777777,1.1527354265279723,1.0130464653296207,83 days 19:28:56.470588235
Most Max Drawdown [%],WEC,true,106,109,false,181,52.22222222222223,1.9697309166883117,0.015853443720274793,1.4989995257757986,1.283296497476549,0.0045239444129703075,0.6676942046855734,0.006781390529678565,0.7459602237861277,0,0,11354,11355 days 00:00:00,1000.0,11372.354357849192,1037.2354357849192,4828.604317230265,100.0,1152.0405733491143,60.292298359771145,3700 days 00:00:00,180,1,2017.7000102759957,53.101675120914024,-18.81863727454909,5.576525353501704,-2.9578310301106567,52 days 22:43:24.255319149,25 days 06:41:51.627906976,46.41474637540669,0.5293202868045256,0.13481627413497335,1.1036283823279223,-0.9450166810926935,31.400684491891063,1.0572627429446149,0.4453920570264766,-0.013906651229999767,None,None,0.0002576909649901023,0.06493812317750577,10.37235435784906,0.05543707706077794,0.14764792752152894,-0.7851893906312275,16445.277777777777,1.672321226259537,0.9738475070056143,39 days 17:27:59.999999999
