Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Expectancy,TRX-USD,EMA,11,32,false,42,11.349238790349416,39.02439024390244,2.7260113100167604,64.3477730982959,2.5139319670150364,1.3508267716520268,35 days 07:36:35.121951219,0.015151515151515152,0.4656319290465632,0.9201773835920177,29.962377717610067,0,0,2706,2707 days 00:00:00,1000.0,227367.79616250788,22636.779616250788,9629.284424195557,100.0,7167.892370377099,77.86914788841909,1180 days 00:00:00,41,1,-10874.459218859236,2202.70138399718,-30.579083209416442,175.8731348678264,-7.0284584342036,71 days 19:30:00,11 days 23:02:24,5786.396472716271,1.0910385216183935,1.3851446253066388,1.4138959709666203,9.781248685526307,173.77613279204445,1.361941788306427,0.3917737789203085,-0.048904681369381475,None,None,0.0033594242505527497,0.846574911139293,226.36779616250857,0.6572673460210325,0.9338378463096816,2706
Least Max Drawdown [%],TRX-USD,EMA,15,17,false,51,11.321221913238745,40.0,2.179152592394125,62.669785268269614,2.556768041116501,1.5988247644737728,29 days 15:21:36,0.018477457501847747,0.565410199556541,1.1197339246119733,35.434135794697895,0,0,2706,2707 days 00:00:00,1000.0,251248.22825760988,25024.822825760988,9629.284424195557,100.0,10545.538962749188,75.29505050098996,1180 days 00:00:00,50,1,-12016.603310194449,2686.014639407825,-29.21247009905962,169.17350228617906,-8.332692743670021,54 days 01:12:00,13 days 08:48:00,5245.2966313560855,1.102856126575159,1.46992506836534,1.4153795858037985,9.785304331904085,173.66236132505293,1.386234060227399,0.40259067357512957,-0.048837746604163915,None,None,0.0033963381430702094,0.8558772120536927,250.24822825761052,0.6727473487123421,0.9339825561392343,2706
Median Win Rate [%],TRX-USD,EMA,15,17,false,51,11.321221913238745,40.0,2.179152592394125,62.669785268269614,2.556768041116501,1.5988247644737728,29 days 15:21:36,0.018477457501847747,0.565410199556541,1.1197339246119733,35.434135794697895,0,0,2706,2707 days 00:00:00,1000.0,251248.22825760988,25024.822825760988,9629.284424195557,100.0,10545.538962749188,75.29505050098996,1180 days 00:00:00,50,1,-12016.603310194449,2686.014639407825,-29.21247009905962,169.17350228617906,-8.332692743670021,54 days 01:12:00,13 days 08:48:00,5245.2966313560855,1.102856126575159,1.46992506836534,1.4153795858037985,9.785304331904085,173.66236132505293,1.386234060227399,0.40259067357512957,-0.048837746604163915,None,None,0.0033963381430702094,0.8558772120536927,250.24822825761052,0.6727473487123421,0.9339825561392343,2706
Most Best Trade [%],TRX-USD,EMA,15,17,false,51,11.321221913238745,40.0,2.179152592394125,62.669785268269614,2.556768041116501,1.5988247644737728,29 days 15:21:36,0.018477457501847747,0.565410199556541,1.1197339246119733,35.434135794697895,0,0,2706,2707 days 00:00:00,1000.0,251248.22825760988,25024.822825760988,9629.284424195557,100.0,10545.538962749188,75.29505050098996,1180 days 00:00:00,50,1,-12016.603310194449,2686.014639407825,-29.21247009905962,169.17350228617906,-8.332692743670021,54 days 01:12:00,13 days 08:48:00,5245.2966313560855,1.102856126575159,1.46992506836534,1.4153795858037985,9.785304331904085,173.66236132505293,1.386234060227399,0.40259067357512957,-0.048837746604163915,None,None,0.0033963381430702094,0.8558772120536927,250.24822825761052,0.6727473487123421,0.9339825561392343,2706
Most Sortino Ratio,TRX-USD,EMA,15,17,false,51,11.321221913238745,40.0,2.179152592394125,62.669785268269614,2.556768041116501,1.5988247644737728,29 days 15:21:36,0.018477457501847747,0.565410199556541,1.1197339246119733,35.434135794697895,0,0,2706,2707 days 00:00:00,1000.0,251248.22825760988,25024.822825760988,9629.284424195557,100.0,10545.538962749188,75.29505050098996,1180 days 00:00:00,50,1,-12016.603310194449,2686.014639407825,-29.21247009905962,169.17350228617906,-8.332692743670021,54 days 01:12:00,13 days 08:48:00,5245.2966313560855,1.102856126575159,1.46992506836534,1.4153795858037985,9.785304331904085,173.66236132505293,1.386234060227399,0.40259067357512957,-0.048837746604163915,None,None,0.0033963381430702094,0.8558772120536927,250.24822825761052,0.6727473487123421,0.9339825561392343,2706
Most Total Return [%],TRX-USD,EMA,14,16,false,49,10.8740038020159,41.66666666666667,2.0103410343575607,63.992758386534554,2.555603361927525,1.5998862769365165,30 days 21:59:59.999999999,0.017738359201773836,0.5432372505543237,1.0753880266075388,34.76325012128817,0,0,2706,2707 days 00:00:00,1000.0,251350.44431184573,25035.044431184575,9629.284424195557,100.0,11430.251912834117,75.29505050098996,1180 days 00:00:00,48,1,-4539.23324272508,2619.894062460345,-29.21247009905961,166.16719718553654,-8.988983612752588,53 days 16:48:00,14 days 15:25:42.857142857,5310.201615720228,1.10292241260105,1.4700785290820702,1.4163060681973663,9.788992488346944,173.7728136856073,1.3835801256716225,0.404045643153527,-0.04895040796535847,None,None,0.0033960158561175727,0.8557959957416283,250.35044431184522,0.6728106887962271,0.9338378008629007,2706
Most Sharpe Ratio,TRX-USD,EMA,14,16,false,49,10.8740038020159,41.66666666666667,2.0103410343575607,63.992758386534554,2.555603361927525,1.5998862769365165,30 days 21:59:59.999999999,0.017738359201773836,0.5432372505543237,1.0753880266075388,34.76325012128817,0,0,2706,2707 days 00:00:00,1000.0,251350.44431184573,25035.044431184575,9629.284424195557,100.0,11430.251912834117,75.29505050098996,1180 days 00:00:00,48,1,-4539.23324272508,2619.894062460345,-29.21247009905961,166.16719718553654,-8.988983612752588,53 days 16:48:00,14 days 15:25:42.857142857,5310.201615720228,1.10292241260105,1.4700785290820702,1.4163060681973663,9.788992488346944,173.7728136856073,1.3835801256716225,0.404045643153527,-0.04895040796535847,None,None,0.0033960158561175727,0.8557959957416283,250.35044431184522,0.6728106887962271,0.9338378008629007,2706
Most Calmar Ratio,TRX-USD,EMA,14,16,false,49,10.8740038020159,41.66666666666667,2.0103410343575607,63.992758386534554,2.555603361927525,1.5998862769365165,30 days 21:59:59.999999999,0.017738359201773836,0.5432372505543237,1.0753880266075388,34.76325012128817,0,0,2706,2707 days 00:00:00,1000.0,251350.44431184573,25035.044431184575,9629.284424195557,100.0,11430.251912834117,75.29505050098996,1180 days 00:00:00,48,1,-4539.23324272508,2619.894062460345,-29.21247009905961,166.16719718553654,-8.988983612752588,53 days 16:48:00,14 days 15:25:42.857142857,5310.201615720228,1.10292241260105,1.4700785290820702,1.4163060681973663,9.788992488346944,173.7728136856073,1.3835801256716225,0.404045643153527,-0.04895040796535847,None,None,0.0033960158561175727,0.8557959957416283,250.35044431184522,0.6728106887962271,0.9338378008629007,2706
Most Omega Ratio,TRX-USD,EMA,14,16,false,49,10.8740038020159,41.66666666666667,2.0103410343575607,63.992758386534554,2.555603361927525,1.5998862769365165,30 days 21:59:59.999999999,0.017738359201773836,0.5432372505543237,1.0753880266075388,34.76325012128817,0,0,2706,2707 days 00:00:00,1000.0,251350.44431184573,25035.044431184575,9629.284424195557,100.0,11430.251912834117,75.29505050098996,1180 days 00:00:00,48,1,-4539.23324272508,2619.894062460345,-29.21247009905961,166.16719718553654,-8.988983612752588,53 days 16:48:00,14 days 15:25:42.857142857,5310.201615720228,1.10292241260105,1.4700785290820702,1.4163060681973663,9.788992488346944,173.7728136856073,1.3835801256716225,0.404045643153527,-0.04895040796535847,None,None,0.0033960158561175727,0.8557959957416283,250.35044431184522,0.6728106887962271,0.9338378008629007,2706
Most Profit Factor,TRX-USD,EMA,11,36,false,38,8.546349452196331,43.24324324324324,2.930038090633253,64.45575350882629,2.3077599542782443,0.3365449263154074,38 days 23:21:04.864864864,0.013673318551367332,0.4212860310421286,0.8314855875831485,27.15430857356318,0,0,2706,2707 days 00:00:00,1000.0,129699.7124120655,12869.971241206551,9629.284424195557,100.0,3488.497669192568,79.0605276588906,1326 days 00:00:00,37,1,-5673.220523372322,2078.733677264716,-30.579083209416435,159.38766195637712,-7.8733195940695655,73 days 01:30:00,13 days 00:00:00,3631.700890146969,1.0257839981007688,1.1726187583700438,1.385512376162638,9.591015133749938,170.97681160074583,1.3252727076338247,0.3896303901437371,-0.04945714575347751,None,None,0.003173118001393714,0.7996257363512159,128.69971241206525,0.5728875841249825,0.9381602018036519,2706
