Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
Most Expectancy,IPG,true,67,82,false,91,54.94505494505495,1.5217653027317724,0.008016914809267906,4.617990936300236,4.159602716898069,0.16835521099462603,0.33671042198925205,0.7774628384520968,0.7015845044241523,0,0,11351,11352 days 00:00:00,1000.0,18274.43422550531,1727.443422550531,3250.231279599238,100.0,1722.9335036154273,68.01425204723355,2599 days 00:00:00,91,0,0.0,88.6941619534319,-36.792582556906694,15.21565579083739,-8.305990593623124,93 days 07:12:00,49 days 11:07:19.024390243,189.82894753302566,0.473400670013556,0.14397457088282134,1.100806479532701,1.0338633855362267,42.22843773848315,1.080181651875534,0.383883944898208,-0.02093840112885302,None,None,0.0003620378034605142,0.09123352647204958,17.2744342255052,0.06662395910678698,0.23193791868174543,-0.46851676882405446,16440.93253968254,1.422738139449095,1.368205767822327,73 days 13:11:12.527472526
Most Profit Factor,IPG,true,66,80,false,95,55.78947368421052,1.5525974408454617,0.008369306669015945,4.412610410803039,4.0356920064290085,0.17575544004933485,0.3515108800986697,0.7755402845169643,0.6930704359020919,0,0,11351,11352 days 00:00:00,1000.0,17407.102187980166,1640.7102187980165,3250.231279599238,100.0,1569.148073833611,71.7523591492848,3050 days 00:00:00,95,0,0.0,87.94709103612554,-36.44929545745038,14.43350446575192,-8.23280351568007,91 days 11:46:24.905660377,43 days 16:00:00,172.70633882084388,0.46814845623225926,0.13408345859752258,1.099712690059038,1.046424058675019,42.20579319137525,1.0790887076326292,0.3833780160857909,-0.02083335121472675,None,None,0.00035733206009032684,0.09004767914276236,16.407102187980293,0.06547325803078508,0.23149152193295594,-0.49520200943967274,16440.93253968254,1.4536708451784708,1.4306215057460963,70 days 08:20:12.631578946
Median Total Trades,IPG,true,66,78,false,102,57.84313725490197,1.4624344548085926,0.008985992423575015,4.1343357655259245,3.9203762482486266,0.18870584089507533,0.37741168179015067,0.7801733071761546,0.6984386737226821,0,0,11351,11352 days 00:00:00,1000.0,17719.577622300967,1671.9577622300967,3250.231279599238,100.0,1851.1938146875518,69.15660429273186,2814 days 00:00:00,102,0,0.0,94.10201699047141,-34.569879922146804,13.414171258215934,-8.59846177095572,83 days 18:42:42.711864406,39 days 19:32:05.581395349,163.91742766961733,0.4709440190375948,0.14002324244130043,1.1004417670325306,1.0762493109529687,42.79472737082726,1.0818318711637624,0.3813579946458992,-0.020766150679520264,None,None,0.0003580377932654163,0.09022552390288491,16.71957762230091,0.06589415588216796,0.23057185235650052,-0.48558806484803335,16440.93253968254,1.5062753311761492,1.4589185886711635,65 days 05:52:56.470588234
Most Win Rate [%],IPG,true,64,75,false,105,62.857142857142854,1.4049584337746972,0.009250286318386045,3.5281968297704394,3.5281968297704394,0.19425601268610695,0.3885120253722139,0.6853734481229689,0.6293535821487302,0,0,11351,11352 days 00:00:00,1000.0,12083.659368953922,1108.3659368953922,3250.231279599238,100.0,1326.0293203940341,74.37504774090843,3853 days 00:00:00,105,0,0.0,67.56165933800963,-34.03927075187632,11.68009822994488,-10.267328616678615,75 days 05:49:05.454545455,42 days 22:46:09.230769231,105.55866065670392,0.42505689044355244,0.11215791002873174,1.0905817534987614,1.0603406625216805,41.975193906724904,1.0793998835493992,0.37917628477706233,-0.02084464492479913,None,None,0.00032650233886406647,0.08227858939374474,11.083659368953983,0.05687453378033558,0.23296245723753886,-0.6589885944879416,16440.93253968254,1.528265915284029,1.3924573848646677,63 days 05:56:34.285714285
Most Sharpe Ratio,IPG,true,29,52,false,116,51.724137931034484,1.3145543260915808,0.010219363932693154,3.7470871118291633,3.1772926329812012,0.21460664258655626,0.4292132851731125,0.8041497845490126,0.7224261253104733,0,0,11351,11352 days 00:00:00,1000.0,19884.068964806986,1888.4068964806986,3250.231279599238,100.0,2892.421335255684,53.87607858256502,5682 days 00:00:00,116,0,0.0,69.18087337614519,-38.66724479581974,13.73993844525058,-6.959539316836641,80 days 11:36:00,32 days 11:34:17.142857142,162.79369797247364,0.4958620626729579,0.18729513713146084,1.1020920007850576,-0.04973540511062477,13.165149927910397,1.0894525257840184,0.3821989528795811,-0.020967517596575298,None,None,0.0003594847650988219,0.09059016080490312,18.884068964806918,0.06862460518906266,0.21987016876732454,-0.41899307032896926,16440.93253968254,1.6063244590323822,1.2935066931399746,57 days 07:26:53.793103447
Most Calmar Ratio,IPG,true,29,52,false,116,51.724137931034484,1.3145543260915808,0.010219363932693154,3.7470871118291633,3.1772926329812012,0.21460664258655626,0.4292132851731125,0.8041497845490126,0.7224261253104733,0,0,11351,11352 days 00:00:00,1000.0,19884.068964806986,1888.4068964806986,3250.231279599238,100.0,2892.421335255684,53.87607858256502,5682 days 00:00:00,116,0,0.0,69.18087337614519,-38.66724479581974,13.73993844525058,-6.959539316836641,80 days 11:36:00,32 days 11:34:17.142857142,162.79369797247364,0.4958620626729579,0.18729513713146084,1.1020920007850576,-0.04973540511062477,13.165149927910397,1.0894525257840184,0.3821989528795811,-0.020967517596575298,None,None,0.0003594847650988219,0.09059016080490312,18.884068964806918,0.06862460518906266,0.21987016876732454,-0.41899307032896926,16440.93253968254,1.6063244590323822,1.2935066931399746,57 days 07:26:53.793103447
Most Max Drawdown Duration,IPG,true,59,75,false,94,54.25531914893617,1.221478824974719,0.008281208704078936,3.4780337820376284,3.0934726697579182,0.17390538278565765,0.3478107655713153,0.6048487962067023,0.48601610279699703,0,0,11351,11352 days 00:00:00,1000.0,5527.070030516855,452.7070030516855,3250.231279599238,100.0,820.9369023163233,80.50700587020894,6789 days 00:00:00,94,0,0.0,85.55098413510468,-40.301706718506864,15.338718924586182,-10.589290456799025,94 days 21:10:35.294117646,42 days 18:25:06.976744186,48.16031947358354,0.3379141410642209,0.07019196190686124,1.0695145328126847,-0.14893690824301115,14.582992370910246,1.0612980319203982,0.37967914438502676,-0.021090001958328115,None,None,0.00025416009381913727,0.0640483436424226,4.527070030516826,0.038681619506585996,0.2281117720104854,-0.8607154494225698,16440.93253968254,1.4459997053776275,0.7635145070783282,71 days 01:01:16.595744679
Median Omega Ratio,IPG,true,56,77,false,87,55.172413793103445,1.1502401244210838,0.007664522949519866,3.405560537986977,3.010994765580676,0.1609549819399172,0.3219099638798344,0.5481419348869886,0.4237046684996284,0,0,11351,11352 days 00:00:00,1000.0,3940.3785046744397,294.03785046744395,3250.231279599238,100.0,678.6525230264268,79.97119519001343,6357 days 00:00:00,87,0,0.0,85.97970829068201,-42.23584222758508,15.7822386595347,-11.827274073148683,102 days 19:00:00,46 days 07:23:04.615384615,33.797454076717685,0.2982879786456652,0.05636653512861664,1.0613583019802084,-0.37745170691878693,16.099163119300073,1.0492400340223011,0.38455909257226495,-0.021171762318133825,None,None,0.00022815505453156192,0.0574950737419536,2.9403785046744164,0.0309086575995019,0.2319749266251692,-0.909533253121698,16440.93253968254,1.391117788242339,0.6132080057784564,77 days 11:18:37.241379309
Most Total Return [%],IPG,true,73,80,false,133,54.88721804511278,1.524899582038335,0.011717029336622324,3.31094727400205,2.979158769902005,0.2460576160690688,0.4921152321381376,0.8146837931713264,0.7340715436449373,0,0,11351,11352 days 00:00:00,1000.0,21345.10217349839,2034.5102173498394,3250.231279599238,100.0,2395.8595336438666,64.53582043683839,2334 days 00:00:00,133,0,0.0,89.49749717635211,-36.849438295688515,11.462405189467498,-6.606659856480913,60 days 21:41:55.068493151,36 days 22:48:00,152.97069303382233,0.49102877760194935,0.1602519880946247,1.105142636658648,1.1270721336794307,42.40479045755574,1.1009083736829468,0.381021897810219,-0.02096487781053397,None,None,0.000375766555529157,0.09469317199334756,20.345102173498333,0.07030790907158124,0.23209077620959725,-0.3740414012627742,16440.93253968254,1.7200065396883366,1.7324117338993712,50 days 02:20:45.112781954
Most Omega Ratio,IPG,true,73,80,false,133,54.88721804511278,1.524899582038335,0.011717029336622324,3.31094727400205,2.979158769902005,0.2460576160690688,0.4921152321381376,0.8146837931713264,0.7340715436449373,0,0,11351,11352 days 00:00:00,1000.0,21345.10217349839,2034.5102173498394,3250.231279599238,100.0,2395.8595336438666,64.53582043683839,2334 days 00:00:00,133,0,0.0,89.49749717635211,-36.849438295688515,11.462405189467498,-6.606659856480913,60 days 21:41:55.068493151,36 days 22:48:00,152.97069303382233,0.49102877760194935,0.1602519880946247,1.105142636658648,1.1270721336794307,42.40479045755574,1.1009083736829468,0.381021897810219,-0.02096487781053397,None,None,0.000375766555529157,0.09469317199334756,20.345102173498333,0.07030790907158124,0.23209077620959725,-0.3740414012627742,16440.93253968254,1.7200065396883366,1.7324117338993712,50 days 02:20:45.112781954
