Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],ORLY,EMA,17,85,0,false,1,54,0.9796353540230518,50.943396226415096,4.772966159964253,8.554783723886906,1.125030161242471,-0.9150723824734075,105 days 03:37:21.509433962,0.004547822622659434,0.14093959731543623,0.279269202087994,1.2057077731652686,0,8046,8047 days 00:00:00,1000.0,48508.06633857857,4750.8066338578565,55939.47849026008,100.0,946.532212037512,49.95350713500359,975 days 00:00:00,53,11054.560667767728,66.11650538847911,-14.263590308658468,22.124521989513983,-5.536867551956597,179 days 22:13:20,27 days 12:00:00,687.8019937888837,0.7474507644661426,0.3854003044839239,1.1464560366677021,0.5975292333061392,14.443564018840505,1.0512119966983826,0.5710659898477156,-0.021276595744680885,None,None,0.0005992148352283078,0.15100213847753355,47.508066338578686,0.1292574933476478,0.2431345453482673,11653.92857142857
Most Total Fees Paid,ORLY,EMA,17,85,0,false,1,54,0.9796353540230518,50.943396226415096,4.772966159964253,8.554783723886906,1.125030161242471,-0.9150723824734075,105 days 03:37:21.509433962,0.004547822622659434,0.14093959731543623,0.279269202087994,1.2057077731652686,0,8046,8047 days 00:00:00,1000.0,48508.06633857857,4750.8066338578565,55939.47849026008,100.0,946.532212037512,49.95350713500359,975 days 00:00:00,53,11054.560667767728,66.11650538847911,-14.263590308658468,22.124521989513983,-5.536867551956597,179 days 22:13:20,27 days 12:00:00,687.8019937888837,0.7474507644661426,0.3854003044839239,1.1464560366677021,0.5975292333061392,14.443564018840505,1.0512119966983826,0.5710659898477156,-0.021276595744680885,None,None,0.0005992148352283078,0.15100213847753355,47.508066338578686,0.1292574933476478,0.2431345453482673,11653.92857142857
Least Max Drawdown [%],ORLY,EMA,17,85,0,false,1,54,0.9796353540230518,50.943396226415096,4.772966159964253,8.554783723886906,1.125030161242471,-0.9150723824734075,105 days 03:37:21.509433962,0.004547822622659434,0.14093959731543623,0.279269202087994,1.2057077731652686,0,8046,8047 days 00:00:00,1000.0,48508.06633857857,4750.8066338578565,55939.47849026008,100.0,946.532212037512,49.95350713500359,975 days 00:00:00,53,11054.560667767728,66.11650538847911,-14.263590308658468,22.124521989513983,-5.536867551956597,179 days 22:13:20,27 days 12:00:00,687.8019937888837,0.7474507644661426,0.3854003044839239,1.1464560366677021,0.5975292333061392,14.443564018840505,1.0512119966983826,0.5710659898477156,-0.021276595744680885,None,None,0.0005992148352283078,0.15100213847753355,47.508066338578686,0.1292574933476478,0.2431345453482673,11653.92857142857
Least Total Trades,ORLY,EMA,17,85,0,false,1,54,0.9796353540230518,50.943396226415096,4.772966159964253,8.554783723886906,1.125030161242471,-0.9150723824734075,105 days 03:37:21.509433962,0.004547822622659434,0.14093959731543623,0.279269202087994,1.2057077731652686,0,8046,8047 days 00:00:00,1000.0,48508.06633857857,4750.8066338578565,55939.47849026008,100.0,946.532212037512,49.95350713500359,975 days 00:00:00,53,11054.560667767728,66.11650538847911,-14.263590308658468,22.124521989513983,-5.536867551956597,179 days 22:13:20,27 days 12:00:00,687.8019937888837,0.7474507644661426,0.3854003044839239,1.1464560366677021,0.5975292333061392,14.443564018840505,1.0512119966983826,0.5710659898477156,-0.021276595744680885,None,None,0.0005992148352283078,0.15100213847753355,47.508066338578686,0.1292574933476478,0.2431345453482673,11653.92857142857
Most Worst Trade [%],ORLY,EMA,17,85,0,false,1,54,0.9796353540230518,50.943396226415096,4.772966159964253,8.554783723886906,1.125030161242471,-0.9150723824734075,105 days 03:37:21.509433962,0.004547822622659434,0.14093959731543623,0.279269202087994,1.2057077731652686,0,8046,8047 days 00:00:00,1000.0,48508.06633857857,4750.8066338578565,55939.47849026008,100.0,946.532212037512,49.95350713500359,975 days 00:00:00,53,11054.560667767728,66.11650538847911,-14.263590308658468,22.124521989513983,-5.536867551956597,179 days 22:13:20,27 days 12:00:00,687.8019937888837,0.7474507644661426,0.3854003044839239,1.1464560366677021,0.5975292333061392,14.443564018840505,1.0512119966983826,0.5710659898477156,-0.021276595744680885,None,None,0.0005992148352283078,0.15100213847753355,47.508066338578686,0.1292574933476478,0.2431345453482673,11653.92857142857
Most Avg Winning Trade [%],ORLY,EMA,17,85,0,false,1,54,0.9796353540230518,50.943396226415096,4.772966159964253,8.554783723886906,1.125030161242471,-0.9150723824734075,105 days 03:37:21.509433962,0.004547822622659434,0.14093959731543623,0.279269202087994,1.2057077731652686,0,8046,8047 days 00:00:00,1000.0,48508.06633857857,4750.8066338578565,55939.47849026008,100.0,946.532212037512,49.95350713500359,975 days 00:00:00,53,11054.560667767728,66.11650538847911,-14.263590308658468,22.124521989513983,-5.536867551956597,179 days 22:13:20,27 days 12:00:00,687.8019937888837,0.7474507644661426,0.3854003044839239,1.1464560366677021,0.5975292333061392,14.443564018840505,1.0512119966983826,0.5710659898477156,-0.021276595744680885,None,None,0.0005992148352283078,0.15100213847753355,47.508066338578686,0.1292574933476478,0.2431345453482673,11653.92857142857
Most Avg Losing Trade [%],ORLY,EMA,17,85,0,false,1,54,0.9796353540230518,50.943396226415096,4.772966159964253,8.554783723886906,1.125030161242471,-0.9150723824734075,105 days 03:37:21.509433962,0.004547822622659434,0.14093959731543623,0.279269202087994,1.2057077731652686,0,8046,8047 days 00:00:00,1000.0,48508.06633857857,4750.8066338578565,55939.47849026008,100.0,946.532212037512,49.95350713500359,975 days 00:00:00,53,11054.560667767728,66.11650538847911,-14.263590308658468,22.124521989513983,-5.536867551956597,179 days 22:13:20,27 days 12:00:00,687.8019937888837,0.7474507644661426,0.3854003044839239,1.1464560366677021,0.5975292333061392,14.443564018840505,1.0512119966983826,0.5710659898477156,-0.021276595744680885,None,None,0.0005992148352283078,0.15100213847753355,47.508066338578686,0.1292574933476478,0.2431345453482673,11653.92857142857
Most Profit Factor,ORLY,EMA,17,85,0,false,1,54,0.9796353540230518,50.943396226415096,4.772966159964253,8.554783723886906,1.125030161242471,-0.9150723824734075,105 days 03:37:21.509433962,0.004547822622659434,0.14093959731543623,0.279269202087994,1.2057077731652686,0,8046,8047 days 00:00:00,1000.0,48508.06633857857,4750.8066338578565,55939.47849026008,100.0,946.532212037512,49.95350713500359,975 days 00:00:00,53,11054.560667767728,66.11650538847911,-14.263590308658468,22.124521989513983,-5.536867551956597,179 days 22:13:20,27 days 12:00:00,687.8019937888837,0.7474507644661426,0.3854003044839239,1.1464560366677021,0.5975292333061392,14.443564018840505,1.0512119966983826,0.5710659898477156,-0.021276595744680885,None,None,0.0005992148352283078,0.15100213847753355,47.508066338578686,0.1292574933476478,0.2431345453482673,11653.92857142857
Most Expectancy,ORLY,EMA,17,85,0,false,1,54,0.9796353540230518,50.943396226415096,4.772966159964253,8.554783723886906,1.125030161242471,-0.9150723824734075,105 days 03:37:21.509433962,0.004547822622659434,0.14093959731543623,0.279269202087994,1.2057077731652686,0,8046,8047 days 00:00:00,1000.0,48508.06633857857,4750.8066338578565,55939.47849026008,100.0,946.532212037512,49.95350713500359,975 days 00:00:00,53,11054.560667767728,66.11650538847911,-14.263590308658468,22.124521989513983,-5.536867551956597,179 days 22:13:20,27 days 12:00:00,687.8019937888837,0.7474507644661426,0.3854003044839239,1.1464560366677021,0.5975292333061392,14.443564018840505,1.0512119966983826,0.5710659898477156,-0.021276595744680885,None,None,0.0005992148352283078,0.15100213847753355,47.508066338578686,0.1292574933476478,0.2431345453482673,11653.92857142857
Most Sharpe Ratio,ORLY,EMA,17,85,0,false,1,54,0.9796353540230518,50.943396226415096,4.772966159964253,8.554783723886906,1.125030161242471,-0.9150723824734075,105 days 03:37:21.509433962,0.004547822622659434,0.14093959731543623,0.279269202087994,1.2057077731652686,0,8046,8047 days 00:00:00,1000.0,48508.06633857857,4750.8066338578565,55939.47849026008,100.0,946.532212037512,49.95350713500359,975 days 00:00:00,53,11054.560667767728,66.11650538847911,-14.263590308658468,22.124521989513983,-5.536867551956597,179 days 22:13:20,27 days 12:00:00,687.8019937888837,0.7474507644661426,0.3854003044839239,1.1464560366677021,0.5975292333061392,14.443564018840505,1.0512119966983826,0.5710659898477156,-0.021276595744680885,None,None,0.0005992148352283078,0.15100213847753355,47.508066338578686,0.1292574933476478,0.2431345453482673,11653.92857142857
