Date,Drawdown,Drawdown_Pct,Peak_Value,Current_Value
0,0.0,0.0,1000.0,1000.0
1,0.0,0.0,1000.0,1000.0
2,0.0,0.0,1000.0,1000.0
3,0.0,0.0,1000.0,1000.0
4,0.0,0.0,1000.0,1000.0
5,0.0,0.0,1000.0,1000.0
6,0.0,0.0,1000.0,1000.0
7,0.0,0.0,1000.0,1000.0
8,0.0,0.0,1000.0,1000.0
9,0.0,0.0,1000.0,1000.0
10,0.0,0.0,1000.0,1000.0
11,0.0,0.0,1000.0,1000.0
12,0.0,0.0,1000.0,1000.0
13,0.0,0.0,1000.0,1000.0
14,0.0,0.0,1000.0,1000.0
15,0.0,0.0,1000.0,1000.0
16,0.0,0.0,1000.0,1000.0
17,0.0,0.0,1000.0,1000.0
18,0.0,0.0,1000.0,1000.0
19,0.0,0.0,1000.0,1000.0
20,0.0,0.0,1000.0,1000.0
21,0.0,0.0,1000.0,1000.0
22,0.0,0.0,1000.0,1000.0
23,0.0,0.0,1000.0,1000.0
24,0.0,0.0,1000.0,1000.0
25,0.0,0.0,1000.0,1000.0
26,0.0,0.0,1000.0,1000.0
27,0.0,0.0,1000.0,1000.0
28,0.0,0.0,1000.0,1000.0
29,0.0,0.0,1000.0,1000.0
30,0.0,0.0,1000.0,1000.0
31,0.0,0.0,1000.0,1000.0
32,0.0,0.0,1000.0,1000.0
33,0.0,0.0,1000.0,1000.0
34,0.0,0.0,1000.0,1000.0
35,0.0,0.0,1000.0,1000.0
36,0.0,0.0,1000.0,1000.0
37,0.0,0.0,1000.0,1000.0
38,0.0,0.0,1000.0,1000.0
39,0.0,0.0,1000.0,1000.0
40,0.0,0.0,1000.0,1000.0
41,0.0,0.0,1000.0,1000.0
42,0.0,0.0,1000.0,1000.0
43,0.0,0.0,1000.0,1000.0
44,0.0,0.0,1000.0,1000.0
45,0.0,0.0,1000.0,1000.0
46,0.0,0.0,1000.0,1000.0
47,0.0,0.0,1000.0,1000.0
48,0.0,0.0,1000.0,1000.0
49,0.0,0.0,1000.0,1000.0
50,0.0,0.0,1000.0,1000.0
51,0.0,0.0,1000.0,1000.0
52,0.0,0.0,1000.0,1000.0
53,0.0,0.0,1000.0,1000.0
54,0.0,0.0,1000.0,1000.0
55,0.0,0.0,1000.0,1000.0
56,0.0,0.0,1000.0,1000.0
57,0.0,0.0,1000.0,1000.0
58,0.0,0.0,1000.0,1000.0
59,0.0,0.0,1000.0,1000.0
60,0.0,0.0,1000.0,1000.0
61,0.0,0.0,1000.0,1000.0
62,0.0,0.0,1000.0,1000.0
63,0.0,0.0,1000.0,1000.0
64,0.0,0.0,1000.0,1000.0
65,0.0,0.0,1000.0,1000.0
66,0.0,0.0,1000.0,1000.0
67,0.0,0.0,1000.0,1000.0
68,0.0,0.0,1000.0,1000.0
69,0.0,0.0,1000.0,1000.0
70,0.0,0.0,1000.0,1000.0
71,0.0,0.0,1000.0,1000.0
72,0.0,0.0,1000.0,1000.0
73,0.0,0.0,1000.0,1000.0
74,0.0,0.0,1000.0,1000.0
75,0.0,0.0,1000.0,1000.0
76,0.0,0.0,1000.0,1000.0
77,0.0,0.0,1000.0,1000.0
78,0.0,0.0,1000.0,1000.0
79,0.0,0.0,1000.0,1000.0
80,0.0,0.0,1000.0,1000.0
81,0.0,0.0,1000.0,1000.0
82,0.0,0.0,1000.0,1000.0
83,0.0,0.0,1000.0,1000.0
84,0.0,0.0,1000.0,1000.0
85,0.0,0.0,1000.0,1000.0
86,0.0,0.0,1000.0,1000.0
87,0.0,0.0,1000.0,1000.0
88,0.0,0.0,1000.0,1000.0
89,0.0,0.0,1000.0,1000.0
90,0.0,0.0,1000.0,1000.0
91,0.0,0.0,1000.0,1000.0
92,0.0,0.0,1000.0,1000.0
93,0.0,0.0,1000.0,1000.0
94,0.0,0.0,1000.0,1000.0
95,0.0,0.0,1000.0,1000.0
96,0.0,0.0,1000.0,1000.0
97,0.0,0.0,1000.0,1000.0
98,0.0,0.0,1000.0,1000.0
99,0.0,0.0,1000.0,1000.0
100,0.0,0.0,1000.0,1000.0
101,0.0,0.0,1000.0,1000.0
102,0.0,0.0,1000.0,1000.0
103,0.0,0.0,1000.0,1000.0
104,0.0,0.0,1000.0,1000.0
105,0.0,0.0,1000.0,1000.0
106,0.0,0.0,1000.0,1000.0
107,0.0,0.0,1000.0,1000.0
108,0.0,0.0,1000.0,1000.0
109,0.0,0.0,1000.0,1000.0
110,0.0,0.0,1000.0,1000.0
111,0.0,0.0,1000.0,1000.0
112,0.0,0.0,1000.0,1000.0
113,0.0,0.0,1000.0,1000.0
114,0.0,0.0,1000.0,1000.0
115,0.0,0.0,1000.0,1000.0
116,0.0,0.0,1000.0,1000.0
117,0.0,0.0,1000.0,1000.0
118,0.0,0.0,1000.0,1000.0
119,0.0,0.0,1000.0,1000.0
120,0.0,0.0,1000.0,1000.0
121,0.0,0.0,1000.0,1000.0
122,0.0,0.0,1000.0,1000.0
123,0.0,0.0,1000.0,1000.0
124,0.0,0.0,1000.0,1000.0
125,0.0,0.0,1000.0,1000.0
126,0.0,0.0,1000.0,1000.0
127,0.0,0.0,1000.0,1000.0
128,0.0,0.0,1000.0,1000.0
129,0.0,0.0,1000.0,1000.0
130,0.0,0.0,1000.0,1000.0
131,0.0,0.0,1000.0,1000.0
132,0.0,0.0,1000.0,1000.0
133,0.0,0.0,1000.0,1000.0
134,0.0,0.0,1000.0,1000.0
135,0.0,0.0,1000.0,1000.0
136,0.0,0.0,1000.0,1000.0
137,0.0,0.0,1000.0,1000.0
138,0.0,0.0,1000.0,1000.0
139,0.0,0.0,1000.0,1000.0
140,0.0,0.0,1000.0,1000.0
141,0.0,0.0,1000.0,1000.0
142,0.0,0.0,1000.0,1000.0
143,0.0,0.0,1000.0,1000.0
144,0.0,0.0,1000.0,1000.0
145,0.0,0.0,1000.0,1000.0
146,0.0,0.0,1000.0,1000.0
147,0.0,0.0,1000.0,1000.0
148,0.0,0.0,1000.0,1000.0
149,0.0,0.0,1000.0,1000.0
150,0.0,0.0,1000.0,1000.0
151,0.0,0.0,1000.0,1000.0
152,0.0,0.0,1000.0,1000.0
153,0.0,0.0,1000.0,1000.0
154,0.0,0.0,1000.0,1000.0
155,0.0,0.0,1000.0,1000.0
156,0.0,0.0,1000.0,1000.0
157,0.0,0.0,1000.0,1000.0
158,0.0,0.0,1000.0,1000.0
159,0.0,0.0,1000.0,1000.0
160,0.0,0.0,1000.0,1000.0
161,0.0,0.0,1000.0,1000.0
162,0.0,0.0,1000.0,1000.0
163,0.0,0.0,1000.0,1000.0
164,0.0,0.0,1000.0,1000.0
165,0.0,0.0,1000.0,1000.0
166,0.0,0.0,1000.0,1000.0
167,0.0,0.0,1000.0,1000.0
168,0.0,0.0,1000.0,1000.0
169,-0.000999000999000941,-0.09990009990009412,1000.0,999.0009990009991
170,-0.013496612725590126,-1.3496612725590127,1000.0,986.5033872744099
171,-0.0006988525519484483,-0.06988525519484483,1000.0,999.3011474480516
172,-0.007596857759529826,-0.7596857759529826,1000.0,992.4031422404702
173,0.0,0.0,1047.5768073089828,1047.5768073089828
174,0.0,0.0,1055.3647708763053,1055.3647708763053
175,0.0,0.0,1072.0727400574838,1072.0727400574838
176,-0.006832447344437638,-0.6832447344437639,1072.0727400574838,1064.747859511634
177,-0.037256324737454646,-3.7256324737454647,1072.0727400574838,1032.1312499117294
178,-0.0489035597817778,-4.89035597817778,1072.0727400574838,1019.6445667236683
179,-0.03369332005868787,-3.3693320058687872,1072.0727400574838,1035.9510501005325
180,-0.019522337227277475,-1.9522337227277475,1072.0727400574838,1051.1433744939102
181,-0.03668948542419827,-3.6689485424198267,1072.0727400574838,1032.7389428874644
182,-0.13523220899391233,-13.523220899391234,1072.0727400574838,927.0939752173539
183,-0.1196137008099573,-11.96137008099573,1072.0727400574838,943.8381520817368
184,-0.11684365336123362,-11.684365336123362,1072.0727400574838,946.8078444401792
185,-0.1226605264737643,-12.26605264737643,1072.0727400574838,940.5717333438618
186,-0.09588738256875934,-9.588738256875933,1072.0727400574838,969.2744910900537
187,-0.10000373774152078,-10.000373774152079,1072.0727400574838,964.8614589209416
188,-0.17134816217926607,-17.134816217926605,1072.0727400574838,888.3750463261439
189,-0.1693169622314091,-16.93169622314091,1072.0727400574838,890.5526404198475
190,-0.16143856506970378,-16.143856506970376,1072.0727400574838,898.9988552522581
191,-0.16650974330365081,-16.65097433036508,1072.0727400574838,893.5621833076706
192,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
193,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
194,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
195,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
196,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
197,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
198,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
199,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
200,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
201,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
202,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
203,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
204,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
205,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
206,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
207,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
208,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
209,-0.14789776597351656,-14.789776597351656,1072.0727400574838,913.5155768418754
