Short Window,Long Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
33,47,0,9650,9651 days 00:00:00,1000.0,22013.475986743324,2101.3475986743324,8074.27257191061,100.0,663.884555880792,40.639334887284775,2888 days 00:00:00,64,63,1,9815.866390305504,39.682539682539684,156.94606741573034,-11.440611028315924,22.465057984385126,-5.1847792774096675,163 days 15:21:35.999999998,49 days 01:53:41.052631579,2.0403638116938017,177.7398348640924,0.5660485459337542,0.3052126362190898,1.1108105771404397,0.832444556994066
34,46,0,9650,9651 days 00:00:00,1000.0,21801.284990041466,2080.1284990041468,8074.27257191061,100.0,662.6863562875587,39.80326002035051,2617 days 00:00:00,64,63,1,9721.249871128548,39.682539682539684,156.94606741573034,-11.440611028315924,22.430812276881813,-5.195879851104418,163 days 14:24:00,49 days 00:37:53.684210526,2.0296338149069735,175.87357331607802,0.5646672932262943,0.3105893935893857,1.1105441280506518,0.8302845616636026
32,48,0,9650,9651 days 00:00:00,1000.0,21648.669684656114,2064.8669684656115,8074.27257191061,100.0,656.1115233182925,40.30489952018094,1911 days 00:00:00,64,63,1,9653.198308182265,39.682539682539684,156.9460674157304,-11.440611028315935,22.489285947084095,-5.22624473389003,163 days 13:26:24,49 days 01:53:41.052631579,2.0237048786449363,174.53129169006104,0.5639473188260954,0.30598319038811067,1.1104295005432574,0.8291478875811954
31,50,0,9650,9651 days 00:00:00,1000.0,21378.91019941298,2037.891019941298,8074.27257191061,100.0,651.2274263430993,40.55571927009614,2653 days 00:00:00,64,63,1,9532.911849730232,39.682539682539684,156.94606741573037,-11.440611028315947,22.442645980427415,-5.24980449717354,163 days 17:16:48,49 days 02:31:34.736842105,2.0182132806587516,172.15870396321813,0.5619109818530328,0.30277759735662346,1.1099251847706284,0.8261832334968675
33,48,0,9650,9651 days 00:00:00,1000.0,20968.203872433507,1996.8203872433505,8074.27257191061,100.0,642.37646885617,41.3025273509685,2653 days 00:00:00,64,63,1,9349.776826723812,39.682539682539684,154.42050561797757,-11.440611028315931,22.506932785579707,-5.378472902969329,163 days 19:12:00,49 days 01:53:41.052631579,1.9916019343043299,168.54646104301096,0.5592819487719297,0.29530936079777437,1.1093631337167251,0.8220954750073559
34,47,0,9650,9651 days 00:00:00,1000.0,20870.778638498068,1987.0778638498066,8074.27257191061,100.0,654.3506023128205,41.612731771516685,2662 days 00:00:00,64,63,1,9306.33466066469,39.682539682539684,154.42050561797754,-11.440611028315926,22.522761925640538,-5.383513793018526,163 days 16:19:12,48 days 22:44:12.631578947,1.9499019382580476,167.68958694973614,0.5586670709658189,0.292633108478139,1.1093136161218078,0.8212516407701226
37,43,0,9650,9651 days 00:00:00,1000.0,20325.946009667874,1932.5946009667873,8074.27257191061,100.0,638.6084638603611,42.31145751950255,2653 days 00:00:00,64,63,1,9063.392369638199,39.682539682539684,154.42050561797757,-12.84556962025315,22.416116916966615,-5.3859907867279695,163 days 17:16:48,49 days 00:37:53.684210526,1.9450454851903085,162.89767682586785,0.5548017898218675,0.2851496277063285,1.1084631135725278,0.8151972724675779
39,41,0,9650,9651 days 00:00:00,1000.0,20252.239649974414,1925.2239649974413,8074.27257191061,100.0,638.2575299836207,41.810654714664075,2656 days 00:00:00,64,63,1,9030.526511501916,39.682539682539684,154.42050561797754,-12.845569620253144,22.365986243778213,-5.357134753898113,163 days 15:21:35.999999998,49 days 00:00:00,1.9430170908142397,162.2494148963887,0.5543609160364756,0.28819688626550277,1.1084309174742588,0.8145167481623852
32,50,0,9650,9651 days 00:00:00,1000.0,20227.336958941614,1922.7336958941614,8074.27257191061,100.0,632.8017316950655,41.612731771516685,2668 days 00:00:00,64,63,1,9019.422336582687,39.682539682539684,154.42050561797757,-11.440611028315939,22.329798972307135,-5.358448021910131,163 days 18:14:24,49 days 01:53:41.052631579,1.9538663633121194,162.03039083109397,0.5544045560536273,0.28944234379589034,1.1083728416029481,0.8150168776891601
38,42,0,9650,9651 days 00:00:00,1000.0,20158.354499062625,1915.8354499062625,8074.27257191061,100.0,635.0052112732532,42.31145751950255,2656 days 00:00:00,64,63,1,8988.662877701476,39.682539682539684,154.42050561797757,-12.84556962025315,22.37247380340169,-5.3859907867279695,163 days 17:16:48,49 days 00:37:53.684210526,1.9419068140870683,161.42367652954212,0.5536569088880094,0.2843204210275873,1.108239603889781,0.8134985983395022
