Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Score,Avg Trade Duration
INGR,false,34,57,false,42,54.761904761904766,1.9422563953411414,0.0061144271364099575,3.835478042369496,1.6249032045404017,0.1284029698646091,0.2568059397292182,0.4924867714907404,0.5465322199093415,0,0,6869,6870 days 00:00:00,1000.0,3333.215409164984,233.3215409164984,840.7586459455878,100.0,170.58173067718982,53.04947303730538,2021 days 00:00:00,42,0,0.0,71.87214427582325,-15.550487804878035,12.579086219268875,-6.748889750719229,154 days 07:18:15.652173914,41 days 05:03:09.473684210,55.55274783726156,0.3751558357060623,0.12451530925934425,1.0751910512579375,0.3667470623707432,18.867778997216632,1.019494217521604,0.4774193548387096,-0.01969116213032979,None,None,0.00026874397602051674,0.06772348195717022,2.3332154091649606,0.04515154795164378,0.21725697801986654,-0.7224868967549118,9949.146825396825,0.07432661488255915,103 days 03:25:42.857142857
INGR,false,36,57,false,40,57.49999999999999,1.9434370304566801,0.005823263939438055,3.8477600411992965,1.6301064827331704,0.12228854272819917,0.24457708545639834,0.47053696820605756,0.5290087411572236,0,0,6869,6870 days 00:00:00,1000.0,3148.5857504598785,214.85857504598783,840.7586459455878,100.0,156.9771335765039,54.46918745457591,2023 days 00:00:00,40,0,0.0,72.00561426212589,-15.550487804878047,11.980760978242525,-7.155711814800364,155 days 03:07:49.565217390,45 days 12:42:21.176470588,53.714643761496944,0.3634313916322844,0.1153534312010947,1.072666200226293,0.3611764528913426,18.770861927826232,1.0181402080420525,0.47837314396384767,-0.01978849310921313,None,None,0.0002607275515828291,0.06570334299887293,2.148585750459865,0.042969207435416434,0.2175761020098489,-0.7444467849577214,9949.146825396825,0.07328823082848088,108 days 13:11:59.999999999
INGR,false,32,62,false,40,57.49999999999999,1.9273027716939521,0.005823263939438055,3.8235565069672717,1.6198526369542685,0.12228854272819917,0.24457708545639834,0.4675771532759512,0.527754232143207,0,0,6869,6870 days 00:00:00,1000.0,3139.919736780834,213.99197367808335,840.7586459455878,100.0,159.17035555798304,52.80322252587965,2010 days 00:00:00,40,0,0.0,70.39158812537825,-15.55048780487803,11.917339281626537,-7.126855482277615,155 days 09:23:28.695652174,45 days 14:07:03.529411764,53.49799341952086,0.3627844541966258,0.11869816198863636,1.072477518674393,0.3547500491803023,18.71346622097445,1.0170958776112802,0.47964678009907386,-0.019788493109212997,None,None,0.0002605069664266507,0.06564775553951598,2.1399197367808456,0.04286376983010598,0.21777969013757684,-0.7454775223424435,9949.146825396825,0.07205134951055742,108 days 17:23:59.999999998
INGR,false,27,67,false,41,53.65853658536586,1.8796241904038882,0.005968845537924006,3.970730249028705,1.6090636485288545,0.12534575629640415,0.2506915125928083,0.4977141861135122,0.5556177633558265,0,0,6869,6870 days 00:00:00,1000.0,3457.3858995633286,245.73858995633287,840.7586459455878,100.0,185.24750510018762,46.66435214710183,2155 days 00:00:00,41,0,0.0,70.39158812537826,-15.550487804878044,12.98329765686352,-6.464874117937924,158 days 12:00:00,45 days 16:25:15.789473684,59.936241452764136,0.38213399441752116,0.14599650101713357,1.076548759293565,0.3280444639168678,18.76471868328528,1.0196344431660387,0.48124191461837,-0.01968771784987477,None,None,0.0002748786510450609,0.06926942006335535,2.4573858995633393,0.04655469441456517,0.218158450095202,-0.707718034014441,9949.146825396825,0.07194921590603286,106 days 05:16:05.853658537
INGR,false,26,68,false,41,53.65853658536586,1.8798747799974054,0.005968845537924006,3.966987450130029,1.6075469497671881,0.12534575629640415,0.2506915125928083,0.49724504215489235,0.5541481461409477,0,0,6869,6870 days 00:00:00,1000.0,3440.609419737948,244.06094197379477,840.7586459455878,100.0,185.28594745004798,46.828824080091984,2155 days 00:00:00,41,0,0.0,71.37509735425041,-15.550487804878044,12.957237338636768,-6.4427755786672485,158 days 14:10:54.545454546,45 days 20:12:37.894736842,59.52705901799871,0.381138340121744,0.14489434805366583,1.0763045599039893,0.32801046627075353,18.756678233430723,1.0199358788347122,0.4818809318377912,-0.01968771784987481,None,None,0.0002741883186271432,0.06909545629404008,2.4406094197379353,0.04636798088630978,0.21817903309194142,-0.709713431850227,9949.146825396825,0.07170082723041468,106 days 08:11:42.439024391
INGR,false,38,55,false,40,57.49999999999999,1.9096240327057248,0.005823263939438055,3.8223331004806447,1.6193343398610207,0.12228854272819917,0.24457708545639834,0.46742754467953734,0.5263803721129735,0,0,6869,6870 days 00:00:00,1000.0,3118.0402641702212,211.80402641702213,840.7586459455878,100.0,157.99384245266847,54.282884672638446,2023 days 00:00:00,40,0,0.0,72.00561426212593,-15.55048780487803,11.993039862397065,-7.232152518582746,155 days 03:07:49.565217390,45 days 11:17:38.823529411,52.951006604255525,0.361486662709377,0.11473548626336036,1.0722474759311722,0.3647511204541316,18.79491114196788,1.0182007984764976,0.4780550774526678,-0.019738612819593295,None,None,0.00025923549614046906,0.0653273450273982,2.118040264170206,0.042596314338707364,0.21749480692142803,-0.748079871151596,9949.146825396825,0.07118180979612125,108 days 12:35:59.999999998
INGR,false,39,54,false,40,57.49999999999999,1.8966203859759643,0.005823263939438055,3.8308739662739697,1.6229526841831148,0.12228854272819917,0.24457708545639834,0.4684719947110402,0.5275421900681814,0,0,6869,6870 days 00:00:00,1000.0,3129.6428452972636,212.96428452972637,840.7586459455878,100.0,159.58134054533377,53.97649856957083,2023 days 00:00:00,40,0,0.0,72.0056142621259,-15.55048780487803,12.03041984166238,-7.2626292768985845,155 days 03:07:49.565217390,45 days 11:17:38.823529411,53.24107113243157,0.3622187460528024,0.11577515860931022,1.072395278633575,0.36534050723010275,18.778204782179742,1.0183411511776987,0.4780550774526678,-0.019738612819593274,None,None,0.00025981447379340797,0.06547324739593881,2.129642845297261,0.042738369065472126,0.21753999840439897,-0.7466998578525365,9949.146825396825,0.0710114551856844,108 days 12:35:59.999999998
INGR,false,41,51,false,40,57.49999999999999,1.896094083012991,0.005823263939438055,3.819675453239679,1.6182084255758447,0.12228854272819917,0.24457708545639834,0.467102544871354,0.5270677678241922,0,0,6869,6870 days 00:00:00,1000.0,3124.775836278724,212.4775836278724,840.7586459455878,100.0,159.55127645453456,54.08411297031305,2022 days 00:00:00,40,0,0.0,72.00561426212589,-15.55048780487803,11.98035009513376,-7.221237297558194,154 days 22:57:23.478260870,45 days 12:42:21.176470588,53.11939590696805,0.3619326258163084,0.11538235900780151,1.0723629357377173,0.3649527798598277,18.802109379671748,1.0187447889508319,0.4774193548387096,-0.019738612819593278,None,None,0.000259534429224876,0.06540267616466874,2.124775836278722,0.042678842332796174,0.217477307470851,-0.7472787408699173,9949.146825396825,0.0707205681428994,108 days 10:48:00
INGR,false,40,50,false,41,53.65853658536586,1.9094411632287454,0.005968845537924006,3.9058217926717913,1.582760719078641,0.12534575629640415,0.2506915125928083,0.48957818656142277,0.5438513847379156,0,0,6869,6870 days 00:00:00,1000.0,3298.2010318800503,229.82010318800502,840.7586459455878,100.0,167.84781394037987,52.93467957284891,2023 days 00:00:00,41,0,0.0,71.87214427582325,-15.34376528117359,13.105285900057048,-6.746189279037454,157 days 07:38:10.909090908,45 days 18:56:50.526315789,56.0536837043915,0.37307192976026776,0.12365572385547015,1.0747267290516336,0.3738029358726911,18.8987103779728,1.0190288589115095,0.4771016985594495,-0.01969116213032984,None,None,0.00026708401437388046,0.06730517162221787,2.2982010318800286,0.04474677349659406,0.2171210968298311,-0.7266515137295675,9949.146825396825,0.07037322876365353,105 days 15:13:10.243902438
INGR,false,24,72,false,41,53.65853658536586,1.8865734753641108,0.005968845537924006,3.9234424473599736,1.5899011575229218,0.12534575629640415,0.2506915125928083,0.49178686084975076,0.5478039496991762,0,0,6869,6870 days 00:00:00,1000.0,3368.5611632220402,236.85611632220406,840.7586459455878,100.0,181.11462722538215,48.74365641562215,2155 days 00:00:00,41,0,0.0,71.37509735425043,-15.550487804878038,12.80402556953015,-6.359338009889705,158 days 18:32:43.636363638,45 days 18:56:50.526315789,57.76978446883025,0.37683537322898014,0.1367405143754945,1.0753624991262034,0.3280907434932386,18.741663241762062,1.0195495014086933,0.48220064724919093,-0.0196877178498748,None,None,0.00027114077459614944,0.06832747519822965,2.3685611632220542,0.04555601991453484,0.2182176487985602,-0.7182828657612962,9949.146825396825,0.07035171731330463,106 days 09:57:04.390243903
