Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Score,Avg Trade Duration
BTC-USD,SMA,73,79,false,39,66.66666666666666,4.509369380254942,0.010119356512714063,55.91964282691606,24.50411314887333,0.3035806953814219,0.6071613907628438,16.976124054875918,2.0153931549968362,0,0,3854,3855 days 00:00:00,1000.0,511977.2609769196,51097.726097691964,16849.363178946536,100.0,10223.207674241141,64.3271929581157,1173 days 00:00:00,39,0,0.0,1647.6451727194394,-35.6609972912274,88.27753309663818,-8.796137712528118,75 days 02:46:09.230769231,25 days 16:36:55.384615384,13101.981050690247,1.3308726058992713,1.251677698355889,1.3185144373647577,-0.01537169175467686,15.858632364763379,1.1537001326941636,0.47418738049713194,-0.039772179238708585,None,None,0.002059757632678991,0.5190589234351057,510.977260976921,0.5034976987350854,0.46938189897617627,2.0326206133142843,3854,25.045597273490458,58 days 15:23:04.615384614
BTC-USD,SMA,72,79,false,35,60.0,4.132960764708732,0.00908147379346134,58.08141741262722,22.466564112454808,0.27244421380384015,0.5448884276076803,15.823946103595894,1.8559352256825676,0,0,3854,3855 days 00:00:00,1000.0,305992.79390703683,30499.279390703687,16849.363178946536,100.0,5253.934547414272,64.3271929581157,1192 days 00:00:00,35,0,0.0,1542.7832630771686,-35.6609972912274,103.46327164448188,-9.991363935154766,87 days 19:25:42.857142857,31 days 15:25:42.857142857,8714.079825915336,1.2396744217222873,1.1181958962765333,1.294024575925722,-0.11067353591825607,15.955057377174276,1.132010190409982,0.47306075659151703,-0.04054809408460682,None,None,0.0019342049904720398,0.487419657598954,304.99279390703725,0.4537511476872549,0.4731965413219696,0.8101146652719119,3854,12.504614410101883,65 days 08:13:42.857142856
BTC-USD,SMA,73,80,false,35,54.285714285714285,3.850072733926651,0.00908147379346134,60.438451374052384,21.151788102910213,0.27244421380384015,0.5448884276076803,16.466106368125324,1.85776005041492,0,0,3854,3855 days 00:00:00,1000.0,283357.3743390637,28235.73743390637,16849.363178946536,100.0,5230.3145490494735,64.3271929581157,1261 days 00:00:00,35,0,0.0,1654.311363205366,-38.55979297747106,117.93945584605517,-7.843991436450903,99 days 21:28:25.263157894,24 days 09:00:00,8067.353552544673,1.2353639354814727,1.0988180168911708,1.2920510635032811,-0.06214368191187324,15.920134964094425,1.1451078068903981,0.46913109756097554,-0.03979205679703268,None,None,0.0019019054623526954,0.47928017651287924,282.3573743390638,0.44646606322809723,0.4669181001273673,0.6757747538605634,3854,10.65817451850529,65 days 08:54:51.428571428
BTC-USD,SMA,82,88,false,36,58.333333333333336,4.320648657307064,0.00934094447327452,52.21745629579131,20.198316121046556,0.2802283341982356,0.5604566683964712,14.63281079383877,1.6898236955126311,0,0,3854,3855 days 00:00:00,1000.0,149100.4293427684,14810.04293427684,16849.363178946536,100.0,3492.3288251095364,64.3271929581157,1055 days 00:00:00,36,0,0.0,1529.3205190644599,-29.748741086526408,95.3534122845693,-8.1728820884979,87 days 13:42:51.428571428,30 days 06:24:00,4113.900815076899,1.130934467655136,0.9423134461064684,1.2635832736146477,-0.10248209044070869,16.0381858999678,1.1397025605151738,0.4652223489167617,-0.040308138059077535,None,None,0.0017299035108759198,0.4359356847407318,148.10042934276848,0.3870098783885545,0.4639072314119224,-0.12103248194079222,3854,10.61620540786754,63 days 16:39:59.999999999
BTC-USD,SMA,74,81,false,35,54.285714285714285,3.670393477474385,0.00908147379346134,61.21559798262916,21.423767943819378,0.27244421380384015,0.5448884276076803,16.677835464909347,1.863194200278189,0,0,3854,3855 days 00:00:00,1000.0,289321.46120423725,28832.146120423728,16849.363178946536,100.0,5667.576988641221,64.3271929581157,1294 days 00:00:00,35,0,0.0,1685.6383069068665,-34.08208807368067,119.1059554444186,-7.529201503245789,100 days 02:31:34.736842106,24 days 03:00:00,8237.756034406775,1.2394918771881296,1.1040561102354123,1.2932375582867823,-0.06913850741716142,15.955223841106848,1.1422025149832165,0.4702517162471395,-0.03974103403189304,None,None,0.0019066302511274542,0.48047082328411844,288.321461204238,0.44843693621173775,0.46651917287563666,0.7111712658938831,3854,10.321523129886815,65 days 08:54:51.428571428
BTC-USD,SMA,74,78,false,48,66.66666666666666,2.588238311793528,0.012454592631032694,32.47122547916416,17.51257104494247,0.37363777893098077,0.7472755578619615,12.13247656720197,1.9443674048996957,0,0,3854,3855 days 00:00:00,1000.0,396055.9624151768,39505.59624151768,16849.363178946536,100.0,11183.66600740358,64.3271929581157,1173 days 00:00:00,48,0,0.0,900.674101232926,-35.6609972912274,53.9852093064158,-10.556742175339085,60 days 13:30:00,22 days 04:30:00,8230.332550316187,1.2873494781435018,1.1842882571151738,1.3065279118205122,-0.01915835207055303,15.827615218361393,1.15901669596981,0.47418738049713194,-0.0399430464055086,None,None,0.0019936850944300183,0.5024086437963646,395.0559624151766,0.4784765354398406,0.46968512177225236,1.3446343830299978,3854,9.911726656510648,47 days 18:29:59.999999999
BTC-USD,SMA,74,80,false,38,55.26315789473685,3.353799911293371,0.009859885832900882,55.591482747920494,21.503428581807523,0.29579657498702644,0.5915931499740529,16.44377019528525,1.8604904790383554,0,0,3854,3855 days 00:00:00,1000.0,286119.59030740167,28511.959030740167,16849.363178946536,100.0,6481.955642129242,64.69896048657682,1307 days 00:00:00,38,0,0.0,1654.311363205366,-33.28289019687435,107.01139660998562,-7.927234375807031,91 days 20:34:17.142857143,20 days 21:10:35.294117647,7503.147113352679,1.236715472513063,1.0949283380020498,1.2929700288294403,-0.05874051956548733,15.907360103194558,1.1448719182973925,0.46913109756097554,-0.039772179238708585,None,None,0.0019047418454840243,0.47999494506197415,285.1195903074026,0.4473836285457289,0.4671034030398324,0.6921683465382342,3854,9.505205227850302,60 days 02:31:34.736842105
BTC-USD,SMA,69,76,false,38,57.89473684210527,3.6736401550843913,0.009859885832900882,50.81235301717092,20.590749058348873,0.29579657498702644,0.5915931499740529,15.030119989510858,1.7231631016131377,0,0,3854,3855 days 00:00:00,1000.0,192867.05989597258,19186.705989597256,16849.363178946536,100.0,3922.049863248252,64.3271929581157,1253 days 00:00:00,38,0,0.0,1494.821028242607,-28.665811966433992,94.89218251310518,-9.797412539738698,88 days 10:54:32.727272727,21 days 22:30:00,5049.133155157174,1.16202814737548,1.0039080635902333,1.2720093912778363,-0.17527435200518748,15.925375563141918,1.120311252753163,0.4747513389441469,-0.04091077261906593,None,None,0.0018167946193284575,0.4578322440707713,191.8670598959713,0.4105436140631271,0.4741719830759791,0.13871994958072098,3854,9.362987252920204,60 days 10:44:12.631578946
BTC-USD,SMA,68,77,false,34,55.88235294117647,3.570266715353474,0.008822003113648157,56.83788150076248,19.891688128835646,0.26466009340944474,0.5293201868188895,15.042719027186749,1.743119039318574,0,0,3854,3855 days 00:00:00,1000.0,209051.31814848777,20805.131814848777,16849.363178946536,100.0,3904.2227035069545,64.3271929581157,1281 days 00:00:00,34,0,0.0,1485.8748675580225,-28.665811966434003,109.92091799929165,-10.400631397374466,100 days 20:12:37.894736842,25 days 16:00:00,6119.156416131995,1.1742033833444123,1.0235021396325394,1.2751594353955948,-0.16722153563073003,15.826648971597157,1.1173020776376197,0.4764458062045193,-0.04096924665920958,None,None,0.0018393887143298205,0.4635259560111148,208.0513181484895,0.4179931086337825,0.47509109778166836,0.23477259015017357,3854,8.799666489539675,67 days 16:14:07.058823529
BTC-USD,SMA,67,76,false,37,54.054054054054056,3.7841250596665326,0.009600415153087702,50.019454827949474,18.426765455129665,0.28801245459263103,0.5760249091852621,14.406225962382956,1.7509279301512435,0,0,3854,3855 days 00:00:00,1000.0,212319.63102460932,21131.963102460933,16849.363178946536,100.0,4089.698371996883,64.3271929581157,1062 days 00:00:00,37,0,0.0,1389.4326048187777,-28.8775080444611,100.14187322418668,-8.94809622644725,95 days 16:48:00,23 days 00:00:00,5711.341379043495,1.1790998675848592,1.0272915996603884,1.2758323147787691,-0.17082751694994674,16.01310788361713,1.1173755769657003,0.47871116225546606,-0.04091077261906601,None,None,0.001840009772054374,0.4636824625577023,211.31963102460867,0.4194318020041248,0.4732779176822883,0.2541698388260485,3854,8.589612611189951,62 days 07:08:06.486486486
