Short Window,Long Window
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,15
5,16
5,17
5,18
5,19
5,20
5,21
5,22
5,23
5,24
5,25
5,26
5,27
5,28
5,29
5,30
5,31
5,32
5,33
5,34
5,35
5,36
5,37
5,38
5,39
5,40
5,41
5,42
5,43
5,44
5,45
5,46
5,47
5,48
5,49
5,50
5,51
5,52
5,53
5,54
5,55
5,56
5,57
5,58
5,59
5,60
5,61
5,62
5,63
5,64
5,65
5,66
5,67
5,68
5,69
5,70
5,71
5,72
5,73
5,74
5,75
5,76
5,77
5,78
5,79
5,80
5,81
5,82
5,83
5,84
5,85
5,86
5,87
5,88
5,89
6,8
6,9
6,10
6,11
6,12
6,13
6,14
6,15
6,16
6,17
6,18
6,19
6,20
6,21
6,22
6,23
6,24
6,25
6,26
6,27
6,28
6,29
6,30
6,31
6,32
6,33
6,34
6,35
6,36
6,37
6,38
6,39
6,40
6,41
6,42
6,43
6,44
6,45
6,46
6,47
6,48
6,49
6,50
6,51
6,52
6,53
6,54
6,55
6,56
6,57
6,58
6,59
6,60
6,61
6,62
6,63
6,64
6,65
6,66
6,67
6,68
6,69
6,70
6,71
6,72
6,73
6,74
6,75
6,76
6,77
6,78
6,79
6,80
6,81
6,82
6,83
6,84
6,85
6,86
6,87
6,88
6,89
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,17
7,18
7,19
7,20
7,21
7,22
7,23
7,24
7,25
7,26
7,27
7,28
7,29
7,30
7,31
7,32
7,33
7,34
7,35
7,36
7,37
7,38
7,39
7,40
7,41
7,42
7,43
7,44
7,45
7,46
7,47
7,48
7,49
7,50
7,51
7,63
7,64
7,65
7,66
7,67
7,68
7,69
7,70
7,71
7,72
7,73
7,74
7,75
7,76
7,77
7,78
7,79
7,80
7,81
7,82
7,83
7,84
7,85
7,86
7,87
7,88
7,89
8,9
8,10
8,11
8,12
8,13
8,14
8,15
8,16
8,17
8,18
8,19
8,20
8,21
8,22
8,23
8,24
8,25
8,26
8,27
8,28
8,29
8,30
8,31
8,32
8,33
8,34
8,35
8,36
8,37
8,38
8,39
8,40
8,41
8,42
8,43
8,71
8,72
8,73
8,74
8,75
8,76
8,77
8,78
8,79
8,80
8,81
8,82
8,83
8,84
8,85
8,86
8,87
8,88
8,89
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
9,19
9,20
9,21
9,22
9,23
9,24
9,25
9,26
9,27
9,28
9,29
9,30
9,31
9,32
9,33
9,34
9,35
9,36
9,37
9,38
9,76
9,77
9,78
9,79
9,80
9,81
9,82
9,83
9,84
9,85
9,86
9,87
9,88
9,89
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
10,19
10,20
10,21
10,22
10,23
10,24
10,25
10,26
10,27
10,28
10,29
10,30
10,31
10,32
10,33
10,34
10,35
10,79
10,80
10,81
10,82
10,83
10,84
10,85
10,86
10,87
10,88
10,89
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,26
11,27
11,28
11,29
11,30
11,31
11,32
11,33
11,81
11,82
11,83
11,84
11,85
11,86
11,87
11,88
11,89
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,21
12,22
12,23
12,24
12,25
12,26
12,27
12,28
12,29
12,30
12,31
12,82
12,83
12,84
12,85
12,86
12,87
12,88
12,89
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
13,24
13,25
13,26
13,27
13,28
13,29
13,84
13,85
13,86
13,87
13,88
13,89
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,23
14,24
14,25
14,26
14,27
14,85
14,86
14,87
14,88
14,89
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
15,24
15,25
15,26
15,86
15,87
15,88
15,89
16,17
16,18
16,19
16,20
16,21
16,22
16,23
16,24
16,25
16,86
16,87
16,88
16,89
17,18
17,19
17,20
17,21
17,22
17,23
17,87
17,88
17,89
18,19
18,20
18,21
18,22
18,87
18,88
18,89
19,20
19,21
19,87
19,88
19,89
20,87
20,88
20,89
21,87
21,88
21,89
22,87
22,88
22,89
23,87
23,88
23,89
24,87
24,88
24,89
25,86
25,87
25,88
25,89
26,86
26,87
26,88
26,89
27,85
27,86
27,87
27,88
27,89
28,85
28,86
28,87
28,88
28,89
29,84
29,85
29,86
29,87
29,88
29,89
30,83
30,84
30,85
30,86
30,87
30,88
31,83
31,84
31,85
31,86
31,87
32,82
32,83
32,84
32,85
32,86
33,81
33,82
33,83
33,84
33,85
34,80
34,81
34,82
34,83
34,84
35,79
35,80
35,81
35,82
35,83
36,79
36,80
36,81
36,82
37,78
37,79
37,80
37,81
38,77
38,78
38,79
38,80
39,76
39,77
39,78
39,79
40,75
40,76
40,77
40,78
41,74
41,75
41,76
41,77
42,73
42,74
42,75
42,76
43,72
43,73
43,74
43,75
44,71
44,72
44,73
44,74
45,70
45,71
45,72
45,73
46,69
46,70
46,71
46,72
47,68
47,69
47,70
47,71
48,67
48,68
48,69
48,70
49,66
49,67
49,68
50,65
50,66
50,67
51,64
51,65
51,66
52,63
52,64
52,65
53,62
53,63
53,64
54,61
54,62
54,63
55,60
55,61
55,62
56,59
56,60
56,61
57,58
57,59
57,60
58,59
